#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-18T16:18:34 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-18T16:18:34	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=II/246&-c=&-c.rs=5&limit=5000&-out=2MASS,RAJ2000,DEJ2000,Kmag	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable
#INFO	MaxTuples=50000	

#RESOURCE=yCat_2246
#Name: II/246
#Title: 2MASS All-Sky Catalog of Point Sources (Cutri+ 2003)
#INFO	ivoid=ivo://cds.vizier/ii/246	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/ii/246	    IVOID of underlying data collection
#INFO	creator=Cutri R.M.	    First author or institution
#INFO	cites=bibcode:2003yCat.2246....0C	    Bibcode of the dataset
#INFO	journal=yCat	    Journal name
#INFO	original_date=2003	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/II/246	    Dataset landing page
#INFO	publication_date=2025-03-11	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	II_246_out:
#Name: II/246/out
#Title: 2MASS Point Source Catalogue, output (on a total of 470,992,970 sources)
#Column	2MASS	(a17)	(designation) Source designation (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	(ra) Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	(dec) Declination (J2000) (dec)	[ucd=pos.eq.dec;meta.main]
#Column	Kmag	(F6.3)	?(k_m) K selected default magnitude (2)	[ucd=phot.mag;em.IR.K]
2MASS	RAJ2000	DEJ2000	Kmag
02583018+0202289 	044.625765	+02.041385	15.160
02583219+0202406 	044.634132	+02.044618	14.714
02582962+0204033 	044.623444	+02.067602	12.409
02583828+0204449 	044.659531	+02.079164	14.717
02583242+0204031 	044.635118	+02.067537	15.234
03000140+0148502 	045.005867	+01.813952	16.865
02595699+0148478 	044.987467	+01.813282	14.693
02595784+0149471 	044.991041	+01.829777	15.154
02595935+0150519 	044.997302	+01.847756	14.529
03001729+0151196 	045.072067	+01.855462	15.568
03000354+0151135 	045.014783	+01.853762	13.013
03000181+0151537 	045.007546	+01.864944	15.871
03001172+0152217 	045.048835	+01.872699	16.134
02595625+0152034 	044.984392	+01.867634	15.392
02594663+0151318 	044.944304	+01.858845	14.986
02594869+0153300 	044.952913	+01.891667	14.652
02594984+0153565 	044.957667	+01.899048	13.385
02595582+0153035 	044.982596	+01.884320	13.191
03000682+0154012 	045.028458	+01.900355	13.881
03000208+0154282 	045.008692	+01.907850	15.570
02595188+0153390 	044.966208	+01.894186	13.768
02595117+0153550 	044.963220	+01.898630	14.828
03002377+0153197 	045.099081	+01.888819	15.233
03002343+0153270 	045.097663	+01.890844	15.058
03002703+0154207 	045.112636	+01.905776	15.234
03001621+0154318 	045.067569	+01.908844	15.355
03002208+0154322 	045.092004	+01.908968	15.824
03003165+0155016 	045.131911	+01.917122	15.487
03003399+0155545 	045.141652	+01.931807	15.253
03002716+0155507 	045.113196	+01.930751	15.158
03002335+0156138 	045.097311	+01.937172	15.321
03002580+0156310 	045.107502	+01.941959	15.197
03003102+0157329 	045.129259	+01.959153	14.485
03002891+0157344 	045.120462	+01.959569	12.938
03001599+0156033 	045.066650	+01.934272	14.052
03000367+0155402 	045.015320	+01.927840	15.016
03000306+0156358 	045.012780	+01.943281	11.633
03000315+0156511 	045.013149	+01.947534	13.723
03001014+0156512 	045.042256	+01.947558	12.960
03000885+0158166 	045.036881	+01.971288	15.760
03001296+0158129 	045.054014	+01.970266	14.711
03001678+0159227 	045.069925	+01.989639	15.520
03002278+0159160 	045.094940	+01.987785	15.395
03002157+0159207 	045.089909	+01.989095	15.098
03002461+0200064 	045.102556	+02.001800	13.971
02593975+0152583 	044.915640	+01.882873	12.733
02593510+0152490 	044.896291	+01.880278	14.285
02593529+0153522 	044.897049	+01.897853	15.648
02594396+0155191 	044.933185	+01.921993	14.983
02594045+0156042 	044.918569	+01.934518	14.690
02595807+0156021 	044.991970	+01.933921	13.572
02594303+0155321 	044.929293	+01.925598	13.421
02593987+0156257 	044.916141	+01.940496	13.155
02594512+0157332 	044.938038	+01.959225	15.110
02594442+0157286 	044.935095	+01.957949	15.423
02592717+0154391 	044.863209	+01.910871	16.046
02592946+0155137 	044.872750	+01.920482	14.157
02592968+0155297 	044.873675	+01.924943	15.542
02592688+0155150 	044.862017	+01.920852	13.802
02593413+0155387 	044.892224	+01.927423	15.085
02593352+0157278 	044.889670	+01.957742	14.633
02592381+0156292 	044.849246	+01.941471	15.033
02594127+0156548 	044.921965	+01.948572	15.769
02593467+0158004 	044.894473	+01.966780	15.126
02593722+0158321 	044.905119	+01.975607	13.833
02593774+0159056 	044.907254	+01.984899	14.546
02593775+0159326 	044.907303	+01.992402	14.640
02593599+0200106 	044.899979	+02.002965	12.261
02595831+0157060 	044.992976	+01.951686	13.173
02595793+0157326 	044.991413	+01.959071	15.292
03000877+0158469 	045.036546	+01.979701	15.057
03000377+0158380 	045.015709	+01.977229	15.066
03001873+0200252 	045.078057	+02.007013	15.373
03001543+0201212 	045.064329	+02.022560	14.176
03000431+0201228 	045.017995	+02.023002	 9.398
03001233+0202042 	045.051388	+02.034522	10.955
03001311+0202208 	045.054637	+02.039136	14.926
03000756+0202113 	045.031509	+02.036478	15.658
03000829+0202337 	045.034549	+02.042701	15.439
02594650+0159596 	044.943786	+01.999912	15.544
02594672+0201171 	044.944699	+02.021420	13.341
02594342+0201447 	044.930948	+02.029087	15.605
02595448+0201588 	044.977027	+02.033018	11.983
03000164+0203568 	045.006840	+02.065794	15.029
03000272+0204327 	045.011344	+02.075756	16.077
03004086+0157146 	045.170254	+01.954068	14.739
03004757+0158262 	045.198242	+01.973966	14.246
03005581+0200171 	045.232580	+02.004759	14.190
03005701+0200396 	045.237568	+02.011018	14.153
03004489+0201269 	045.187080	+02.024155	12.604
03003225+0200223 	045.134408	+02.006195	15.536
03003762+0200109 	045.156751	+02.003043	15.328
03002637+0200315 	045.109887	+02.008773	14.851
03003051+0200458 	045.127161	+02.012744	12.262
03002471+0200319 	045.102974	+02.008872	13.971
03003245+0202489 	045.135240	+02.046930	13.525
03004526+0201507 	045.188604	+02.030763	13.141
03004160+0202589 	045.173343	+02.049699	13.517
03004864+0203217 	045.202669	+02.056055	13.620
03003624+0202269 	045.151041	+02.040808	13.637
03003335+0203193 	045.138971	+02.055378	16.017
03003801+0203580 	045.158393	+02.066121	15.368
03003828+0203599 	045.159518	+02.066655	14.323
03010846+0202238 	045.285284	+02.039949	13.704
03010940+0203208 	045.289182	+02.055805	15.115
03005717+0203166 	045.238227	+02.054638	15.270
03011841+0205196 	045.326746	+02.088791	15.204
03011958+0205462 	045.331596	+02.096177	13.175
03010908+0204560 	045.287863	+02.082232	14.578
03010351+0205227 	045.264636	+02.089663	14.447
03011670+0206495 	045.319585	+02.113754	14.532
03011093+0206552 	045.295566	+02.115347	16.118
03011474+0207081 	045.311429	+02.118931	13.535
03005180+0204353 	045.215861	+02.076497	12.547
03010055+0205210 	045.252317	+02.089188	14.729
03005378+0205115 	045.224112	+02.086551	14.282
03004944+0205167 	045.206015	+02.087998	14.445
03004363+0205255 	045.181826	+02.090440	15.335
03005640+0206122 	045.235027	+02.103409	14.765
03010672+0206432 	045.278004	+02.112009	15.557
03005980+0206337 	045.249172	+02.109362	14.301
03010414+0206453 	045.267267	+02.112602	13.972
03010646+0208569 	045.276942	+02.149156	11.848
03001756+0201529 	045.073183	+02.031379	13.183
03002734+0202312 	045.113929	+02.042010	15.516
03002740+0202578 	045.114200	+02.049412	13.971
03001855+0203557 	045.077302	+02.065488	15.415
03003137+0203200 	045.130726	+02.055558	11.224
03003261+0204506 	045.135893	+02.080736	15.299
03003271+0204520 	045.136326	+02.081123	15.773
03003082+0205001 	045.128451	+02.083380	15.234
03003902+0205064 	045.162586	+02.085133	13.828
03004034+0205167 	045.168106	+02.087992	14.916
03003473+0204544 	045.144743	+02.081779	14.577
03002488+0204358 	045.103697	+02.076617	10.719
03002441+0205134 	045.101730	+02.087069	13.653
03002562+0205175 	045.106758	+02.088220	13.797
03003213+0207046 	045.133891	+02.117948	14.028
03001089+0203225 	045.045408	+02.056273	15.090
03000908+0204390 	045.037874	+02.077516	15.882
03000836+0204451 	045.034872	+02.079204	15.592
03000389+0204435 	045.016229	+02.078760	15.023
03000121+0205130 	045.005063	+02.086971	14.453
03000390+0206053 	045.016263	+02.101473	15.270
03001001+0206187 	045.041740	+02.105216	11.638
03000980+0206552 	045.040846	+02.115339	14.975
03002240+0207097 	045.093355	+02.119385	14.152
03002392+0207286 	045.099670	+02.124627	15.392
03002645+0207571 	045.110240	+02.132540	14.249
03002738+0208224 	045.114088	+02.139557	14.691
03002343+0208478 	045.097629	+02.146619	15.575
03002037+0209098 	045.084908	+02.152745	15.660
03004616+0206299 	045.192363	+02.108317	14.594
03003964+0206590 	045.165194	+02.116414	15.589
03005035+0207402 	045.209793	+02.127843	11.302
03004680+0207556 	045.195018	+02.132123	15.450
03003610+0207308 	045.150437	+02.125236	13.891
03003311+0207366 	045.137961	+02.126836	14.696
03004227+0209450 	045.176145	+02.162519	14.424
03005494+0208404 	045.228935	+02.144577	16.255
03005391+0209068 	045.224633	+02.151890	14.917
03005008+0209537 	045.208669	+02.164942	12.279
03004985+0210029 	045.207712	+02.167498	15.564
03004473+0210013 	045.186410	+02.167046	15.481
03005485+0210536 	045.228580	+02.181558	15.257
03005441+0211406 	045.226713	+02.194613	15.086
03003435+0208231 	045.143134	+02.139751	14.471
03003801+0209363 	045.158376	+02.160104	14.503
03003646+0210096 	045.151931	+02.169358	13.569
03002569+0209481 	045.107071	+02.163364	15.252
03003234+0210589 	045.134760	+02.183053	13.376
03002705+0211003 	045.112744	+02.183421	 9.297
03002999+0211323 	045.124982	+02.192330	13.008
03005103+0211479 	045.212646	+02.196649	14.462
03004712+0213048 	045.196359	+02.218009	14.373
02591629+0157011 	044.817892	+01.950307	15.088
02591838+0158429 	044.826618	+01.978593	11.341
02591259+0158089 	044.802486	+01.969150	15.104
02591074+0158520 	044.794762	+01.981138	14.374
02591024+0159086 	044.792669	+01.985732	14.389
02591813+0158529 	044.825557	+01.981379	15.116
02592200+0200387 	044.841701	+02.010766	15.531
02592609+0200537 	044.858711	+02.014938	16.305
02591983+0200541 	044.832662	+02.015032	14.866
02591854+0200533 	044.827262	+02.014815	14.362
02592895+0201345 	044.870628	+02.026252	15.064
02592859+0202388 	044.869152	+02.044115	14.151
02590935+0159476 	044.788991	+01.996565	14.644
02590980+0200097 	044.790872	+02.002704	14.745
02590830+0200278 	044.784596	+02.007748	15.566
02590512+0200344 	044.771337	+02.009566	15.654
02590627+0202071 	044.776156	+02.035324	15.752
02591556+0203113 	044.814842	+02.053139	15.027
02591609+0203448 	044.817054	+02.062459	14.194
02593988+0201310 	044.916190	+02.025304	15.848
02593832+0201500 	044.909693	+02.030564	15.290
02593795+0201511 	044.908153	+02.030880	14.909
02593659+0202301 	044.902486	+02.041712	14.431
02594666+0202406 	044.944430	+02.044634	 9.370
02593354+0204125 	044.889759	+02.070164	14.496
02594839+0205047 	044.951638	+02.084661	14.078
02595804+0205223 	044.991854	+02.089546	14.905
02594418+0205196 	044.934098	+02.088802	15.235
02592844+0204522 	044.868510	+02.081185	14.969
02593490+0206025 	044.895429	+02.100697	14.509
02593281+0206078 	044.886743	+02.102187	15.330
02592056+0205275 	044.835667	+02.090988	13.760
02592880+0205305 	044.870016	+02.091807	10.395
02592575+0206559 	044.857327	+02.115538	10.568
02594253+0206228 	044.927243	+02.106361	14.869
02594480+0208059 	044.936696	+02.134974	15.406
02593284+0206566 	044.886835	+02.115723	13.918
02593147+0207542 	044.881165	+02.131743	14.853
02593862+0208520 	044.910929	+02.147800	14.255
02585969+0202046 	044.748713	+02.034624	15.432
02590050+0203218 	044.752118	+02.056069	15.605
02584743+0203115 	044.697637	+02.053221	14.746
02585020+0203358 	044.709179	+02.059951	13.589
02585572+0203533 	044.732174	+02.064817	15.463
02585987+0204030 	044.749499	+02.067502	14.778
02590986+0204081 	044.791085	+02.068932	14.860
02591096+0204516 	044.795679	+02.081024	11.967
02590277+0204356 	044.761547	+02.076569	14.563
02590035+0205215 	044.751470	+02.089313	 9.883
02585747+0205232 	044.739482	+02.089787	11.432
02590078+0205565 	044.753284	+02.099046	15.218
02590200+0206058 	044.758354	+02.101621	15.711
02590453+0206569 	044.768913	+02.115816	14.137
02584807+0203590 	044.700326	+02.066400	14.845
02584893+0204239 	044.703908	+02.073314	15.291
02584906+0205133 	044.704451	+02.087033	13.801
02585009+0205294 	044.708733	+02.091520	14.555
02584183+0204286 	044.674324	+02.074628	14.977
02584187+0205465 	044.674485	+02.096259	13.998
02584661+0206157 	044.694242	+02.104374	14.975
02585778+0207337 	044.740773	+02.126054	15.186
02590267+0207483 	044.761128	+02.130091	14.776
02585446+0208166 	044.726935	+02.137950	14.297
02591377+0208255 	044.807408	+02.140444	14.222
02591557+0209170 	044.814893	+02.154748	15.723
02592970+0209071 	044.873779	+02.151990	10.248
02592950+0209304 	044.872926	+02.158446	11.011
02592883+0209292 	044.870130	+02.158129	13.092
02593400+0208562 	044.891672	+02.148953	11.286
02593189+0210216 	044.882916	+02.172673	15.858
02592906+0210056 	044.871100	+02.168229	12.171
02592602+0210537 	044.858455	+02.181591	15.028
02591113+0209185 	044.796386	+02.155149	14.939
02590548+0209412 	044.772837	+02.161466	14.479
02590027+0209593 	044.751126	+02.166488	15.343
02585796+0209586 	044.741503	+02.166298	14.159
02591695+0210320 	044.820663	+02.175559	15.099
02591338+0210586 	044.805783	+02.182950	15.133
02592440+0212232 	044.851672	+02.206452	15.609
02591485+0211289 	044.811900	+02.191372	15.175
02591434+0211525 	044.809782	+02.197931	14.301
02591670+0212300 	044.819588	+02.208334	12.232
02591854+0213138 	044.827282	+02.220521	14.683
03000091+0205518 	045.003811	+02.097749	15.787
03000011+0207148 	045.000472	+02.120784	15.513
03000030+0207249 	045.001283	+02.123606	15.092
03000923+0207273 	045.038498	+02.124263	10.285
03000939+0207303 	045.039132	+02.125085	10.580
03000497+0207458 	045.020718	+02.129394	15.384
03000621+0207510 	045.025902	+02.130837	15.573
02595230+0207468 	044.967929	+02.129672	15.204
02595524+0208190 	044.980172	+02.138636	15.980
02595507+0208313 	044.979479	+02.142052	12.980
03000266+0208308 	045.011111	+02.141900	14.787
03000914+0207552 	045.038099	+02.132010	15.339
03001022+0208070 	045.042593	+02.135278	14.474
03001150+0208485 	045.047925	+02.146829	14.081
03001096+0209462 	045.045679	+02.162854	15.278
03000771+0209168 	045.032160	+02.154672	15.066
03000458+0210399 	045.019110	+02.177752	14.027
02594735+0208341 	044.947307	+02.142807	13.370
02594934+0209021 	044.955594	+02.150597	15.420
02595245+0210003 	044.968567	+02.166761	15.081
02594278+0209590 	044.928256	+02.166392	13.965
03000048+0210076 	045.002004	+02.168801	15.614
02595646+0211107 	044.985269	+02.186314	14.991
03000517+0213068 	045.021577	+02.218561	13.707
02595596+0212151 	044.983176	+02.204222	15.072
02595533+0212499 	044.980572	+02.213880	14.687
03000336+0213333 	045.014000	+02.225939	14.944
03002285+0210315 	045.095219	+02.175438	13.897
03002290+0211027 	045.095440	+02.184088	15.382
03002424+0211208 	045.101030	+02.189119	11.729
03002555+0212327 	045.106466	+02.209111	15.239
03002013+0211532 	045.083891	+02.198119	10.832
03001425+0212216 	045.059408	+02.206001	15.661
03003314+0212527 	045.138084	+02.214645	15.517
03003060+0212364 	045.127537	+02.210125	10.769
03003477+0213133 	045.144910	+02.220374	14.466
03003550+0214452 	045.147951	+02.245899	11.872
03003748+0215159 	045.156203	+02.254423	12.146
03002698+0214110 	045.112436	+02.236404	15.010
03001249+0212354 	045.052057	+02.209847	15.407
03000821+0212412 	045.034241	+02.211470	15.440
03001194+0213453 	045.049788	+02.229266	15.030
03001435+0214358 	045.059831	+02.243282	13.209
03000429+0213358 	045.017884	+02.226624	12.480
03000539+0214433 	045.022475	+02.245370	15.335
03000514+0215108 	045.021442	+02.253000	14.966
03002875+0216248 	045.119833	+02.273580	14.979
03002362+0216207 	045.098436	+02.272438	15.159
03001838+0216111 	045.076584	+02.269768	14.135
03001234+0216258 	045.051425	+02.273857	14.860
03002307+0218083 	045.096152	+02.302321	14.818
03002176+0218253 	045.090691	+02.307043	12.985
02593690+0210516 	044.903788	+02.181023	13.984
02593791+0211313 	044.907972	+02.192044	15.682
02593831+0211406 	044.909651	+02.194630	17.017
02594651+0211561 	044.943796	+02.198917	14.804
02593381+0211542 	044.890877	+02.198395	16.318
02594107+0213333 	044.921157	+02.225932	13.916
02594096+0213332 	044.920674	+02.225896	11.978
02594144+0213333 	044.922672	+02.225929	 7.672
02594086+0213402 	044.920262	+02.227843	14.489
02594332+0214557 	044.930540	+02.248815	12.406
02594878+0214455 	044.953283	+02.245986	15.031
02595109+0216011 	044.962883	+02.266979	15.553
02594775+0216056 	044.948969	+02.268246	14.045
02593777+0214224 	044.907408	+02.239569	17.057
02593210+0215008 	044.883756	+02.250223	15.497
02593045+0215147 	044.876903	+02.254090	15.304
02593795+0215028 	044.908137	+02.250791	15.096
02593908+0214586 	044.912866	+02.249633	15.646
02593937+0215463 	044.914080	+02.262864	14.754
02593276+0216522 	044.886511	+02.281184	14.773
02593282+0217092 	044.886791	+02.285898	16.139
02594015+0217229 	044.917318	+02.289709	11.475
02594052+0217230 	044.918845	+02.289737	 9.045
02593901+0218410 	044.912565	+02.311397	13.491
03000623+0216319 	045.025963	+02.275529	14.424
03000385+0216355 	045.016074	+02.276540	15.232
03000636+0216563 	045.026503	+02.282310	14.131
02595388+0216167 	044.974516	+02.271323	15.445
03000059+0218190 	045.002468	+02.305287	14.529
03000578+0218383 	045.024120	+02.310653	12.251
03000237+0219053 	045.009916	+02.318166	15.351
03001219+0219160 	045.050823	+02.321130	13.125
03001237+0220360 	045.051558	+02.343344	15.731
03001100+0220507 	045.045869	+02.347426	15.242
02594784+0219182 	044.949345	+02.321743	15.191
03000091+0219147 	045.003828	+02.320751	13.182
02595890+0219280 	044.995451	+02.324472	11.513
03000636+0221119 	045.026535	+02.353326	15.103
02595517+0220282 	044.979894	+02.341172	16.307
03000155+0221434 	045.006462	+02.362074	14.138
02595830+0221345 	044.992932	+02.359608	15.900
03000065+0222051 	045.002739	+02.368087	15.042
03053327+0112404 	046.388665	+01.211226	15.382
03053360+0113063 	046.390013	+01.218428	14.819
03053322+0114391 	046.388433	+01.244220	13.678
03053748+0114302 	046.406186	+01.241732	15.652
03054584+0114249 	046.441008	+01.240273	16.302
03054721+0114375 	046.446718	+01.243766	15.733
03055062+0114328 	046.460944	+01.242454	12.612
03054753+0114568 	046.448075	+01.249127	15.474
03054167+0115298 	046.423657	+01.258282	13.668
03054057+0115345 	046.419078	+01.259608	14.705
03054452+0115529 	046.435522	+01.264702	15.372
03054880+0116581 	046.453340	+01.282832	15.272
03054969+0117092 	046.457047	+01.285889	14.963
03052584+0116033 	046.357703	+01.267589	14.829
03052667+0116086 	046.361126	+01.269064	15.976
03051899+0116157 	046.329140	+01.271045	 6.963
03052725+0117434 	046.363558	+01.295400	14.327
03052498+0117410 	046.354122	+01.294736	15.594
03054071+0116531 	046.419665	+01.281424	14.751
03054219+0117200 	046.425820	+01.288895	14.165
03053925+0117350 	046.413581	+01.293081	15.069
03053589+0118125 	046.399551	+01.303474	16.251
03053272+0119059 	046.386336	+01.318318	15.975
03055726+0116380 	046.488623	+01.277236	15.911
03060069+0116584 	046.502912	+01.282890	14.844
03055837+0117504 	046.493247	+01.297361	15.587
03060192+0117549 	046.508011	+01.298588	13.959
03060296+0118297 	046.512355	+01.308261	13.540
03055077+0118162 	046.461567	+01.304507	14.711
03055388+0118374 	046.474507	+01.310406	15.165
03055772+0118549 	046.490502	+01.315250	12.587
03060002+0119401 	046.500089	+01.327831	14.352
03060965+0119117 	046.540244	+01.319930	13.241
03061093+0119522 	046.545563	+01.331178	14.694
03060770+0119506 	046.532116	+01.330735	15.662
03061435+0121140 	046.559823	+01.353913	10.102
03060641+0120059 	046.526747	+01.334993	15.363
03060271+0120379 	046.511315	+01.343874	15.182
03060269+0120414 	046.511234	+01.344835	15.448
03060438+0121313 	046.518254	+01.358708	15.389
03061008+0121253 	046.542038	+01.357047	13.396
03061272+0121572 	046.553023	+01.365915	14.963
03060725+0121593 	046.530245	+01.366482	14.659
03054659+0118403 	046.444136	+01.311208	14.304
03054718+0118437 	046.446609	+01.312161	14.949
03054544+0119102 	046.439356	+01.319518	14.860
03055322+0120287 	046.471775	+01.341331	15.642
03055249+0120361 	046.468735	+01.343367	17.207
03054175+0121192 	046.423962	+01.355334	15.892
03060275+0121346 	046.511474	+01.359624	15.390
03055768+0121399 	046.490366	+01.361105	15.206
03055745+0121540 	046.489384	+01.365025	15.487
03055600+0122114 	046.483368	+01.369855	15.710
03055932+0122018 	046.497178	+01.367192	14.587
03060328+0123422 	046.513695	+01.395069	10.668
03055322+0123120 	046.471755	+01.386684	13.832
03055998+0123350 	046.499917	+01.393070	15.228
03060125+0123507 	046.505229	+01.397438	15.820
03060008+0123529 	046.500336	+01.398032	14.852
03052218+0118147 	046.342417	+01.304109	11.440
03051903+0118128 	046.329308	+01.303559	13.586
03051368+0118189 	046.307033	+01.305272	15.379
03051652+0120326 	046.318868	+01.342397	16.326
03053175+0119243 	046.382322	+01.323424	15.062
03052919+0120406 	046.371638	+01.344621	14.607
03052949+0120423 	046.372883	+01.345089	13.885
03052172+0120078 	046.340523	+01.335504	15.795
03052584+0120382 	046.357695	+01.343962	15.509
03052346+0120412 	046.347779	+01.344793	13.764
03052035+0120413 	046.334797	+01.344807	15.873
03051885+0120495 	046.328581	+01.347109	15.660
03052307+0121288 	046.346143	+01.358007	17.278
03050719+0119156 	046.279960	+01.321015	15.471
03050250+0119433 	046.260453	+01.328711	12.239
03050633+0119587 	046.276376	+01.332973	15.762
03050484+0120013 	046.270191	+01.333698	12.853
03050514+0120210 	046.271427	+01.339170	17.261
03051279+0120535 	046.303298	+01.348208	14.538
03051166+0120419 	046.298586	+01.344983	13.851
03050272+0120119 	046.261366	+01.336659	15.327
03045743+0120143 	046.239297	+01.337321	12.260
03045713+0120206 	046.238047	+01.339071	15.365
03045829+0120474 	046.242895	+01.346524	15.470
03050252+0121057 	046.260540	+01.351597	17.296
03050399+0121400 	046.266644	+01.361123	15.742
03051334+0121596 	046.305592	+01.366561	10.822
03051039+0122083 	046.293300	+01.368977	15.444
03051341+0122352 	046.305886	+01.376469	15.830
03053564+0121120 	046.398502	+01.353358	15.099
03054144+0122397 	046.422684	+01.377721	15.751
03054035+0122547 	046.418145	+01.381863	13.916
03053841+0124041 	046.410073	+01.401151	13.967
03053442+0123506 	046.393428	+01.397406	15.885
03054972+0123235 	046.457168	+01.389875	16.325
03054036+0125152 	046.418181	+01.420905	11.825
03054864+0125290 	046.452667	+01.424743	15.339
03054864+0125363 	046.452667	+01.426765	 9.130
03054532+0125461 	046.438847	+01.429496	10.859
03054906+0126500 	046.454443	+01.447248	14.190
03052868+0123591 	046.369527	+01.399763	15.106
03052860+0125208 	046.369205	+01.422463	15.266
03051910+0124366 	046.329621	+01.410178	15.447
03052014+0125260 	046.333919	+01.423898	16.080
03052754+0125593 	046.364774	+01.433141	15.779
03053157+0126127 	046.381547	+01.436885	13.647
03054526+0127296 	046.438592	+01.458232	14.945
03053029+0127366 	046.376245	+01.460191	14.151
